DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	TPS hits @ p≥0.99
RS_GCF_000011205.1	0
GB_GCA_963730355.1	0
GB_GCA_018663865.1	0
RS_GCF_900113615.1	2
GB_GCA_034190585.1	0
GB_GCA_964351975.1	0
GB_GCA_964647155.1	0
GB_GCA_001412335.1	0
GB_GCA_038125145.1	3
GB_GCA_003021175.1	2
GB_GCA_949320185.1	1
GB_GCA_902593945.1	3
GB_GCA_035252645.1	0
GB_GCA_027345195.1	0
GB_GCA_027014125.1	0
GB_GCA_049616955.1	4
GB_GCA_016203395.1	0
GB_GCA_965207075.1	0
GB_GCA_001564035.1	0
GB_GCA_045639425.1	0
RS_GCF_000966265.1	0
GB_GCA_042216345.1	1
GB_GCA_038850385.1	1
GB_GCA_045559735.1	2
GB_GCA_027366075.1	0
GB_GCA_022866015.1	1
GB_GCA_035454985.1	1
GB_GCA_009392915.1	0
GB_GCA_031260545.1	0
GB_GCA_964522675.1	0
RS_GCF_002787055.1	0
GB_GCA_000145985.1	0
GB_GCA_964347685.1	1
GB_GCA_964353375.1	0
GB_GCA_964646685.1	0
RS_GCF_002813695.1	0
GB_GCA_016190055.1	2
GB_GCA_012518265.1	0
GB_GCA_042218235.1	0
GB_GCA_002499405.1	0
GB_GCA_964535725.1	0
GB_GCA_963741475.1	1
GB_GCA_001723845.1	0
GB_GCA_038044985.1	0
RS_GCF_002844195.1	3
RS_GCF_045646045.1	0
GB_GCA_905479565.1	1
GB_GCA_048618745.1	0
GB_GCA_902625325.1	2
GB_GCA_964511265.1	1
GB_GCA_038842485.1	0
GB_GCA_964344755.1	0
GB_GCA_003564925.1	0
GB_GCA_016181895.1	0
GB_GCA_018818465.1	0
GB_GCA_031286065.1	0
GB_GCA_013329055.1	0
GB_GCA_021324115.1	0
GB_GCA_002504725.1	1
GB_GCA_964588345.1	0
GB_GCA_964569815.1	0
GB_GCA_964347405.1	1
GB_GCA_011524855.1	4
RS_GCF_020150815.1	2
RS_GCF_000258515.1	0
GB_GCA_023144035.1	0
GB_GCA_964347555.1	0
GB_GCA_963740465.1	0
GB_GCA_018238545.1	0
RS_GCF_029633965.1	0
GB_GCA_021159785.1	0
GB_GCA_964594835.1	0
GB_GCA_028679855.1	0
GB_GCA_013331935.1	0
GB_GCA_016282555.1	0
GB_GCA_030668645.1	0
GB_GCA_038843675.1	0
GB_GCA_964624865.1	0
GB_GCA_964526875.1	0
GB_GCA_043797345.1	0
GB_GCA_050015095.1	0
GB_GCA_964587325.1	1
RS_GCF_051195035.1	1
GB_GCA_036769505.1	0
GB_GCA_030040915.1	0
GB_GCA_018302985.1	0
GB_GCA_963701075.1	0
RS_GCF_041154675.1	0
GB_GCA_013152845.1	0
GB_GCA_043803105.1	0
GB_GCA_036741615.1	1
GB_GCA_035291085.1	0
GB_GCA_027019885.1	0
GB_GCA_017610305.1	0
GB_GCA_963835585.1	0
GB_GCA_016212785.1	0
GB_GCA_022865215.1	0
GB_GCA_964466845.1	0
GB_GCA_020341795.1	2
RS_GCF_011319465.1	0
GB_GCA_049521795.1	0
GB_GCA_022848765.1	0
GB_GCA_013151465.1	1
GB_GCA_030039525.1	0
GB_GCA_043797265.1	0
GB_GCA_002009975.1	0
GB_GCA_030666765.1	0
GB_GCA_048940375.1	1
GB_GCA_964488035.1	0
GB_GCA_029259415.1	0
GB_GCA_964419155.1	0
GB_GCA_903858385.1	0
GB_GCA_964463575.1	0
GB_GCA_964497885.1	1
GB_GCA_003663695.1	0
GB_GCA_018303705.1	0
GB_GCA_017468935.1	0
GB_GCA_019720975.1	0
GB_GCA_013415565.1	0
RS_GCF_000337595.1	4
GB_GCA_038825775.1	0
RS_GCF_024218775.1	2
GB_GCA_034521555.1	1
GB_GCA_964495775.1	0
GB_GCA_040268405.1	0
GB_GCA_963708495.1	0
GB_GCA_021850635.1	0
GB_GCA_030830875.1	3
GB_GCA_046540135.1	1
GB_GCA_003650815.1	1
GB_GCA_963662735.1	0
GB_GCA_964354015.1	0
GB_GCA_021797495.1	0
RS_GCF_041647995.1	0
GB_GCA_027460605.1	0
GB_GCA_963706445.1	0
GB_GCA_002505185.1	0
GB_GCA_017601345.1	0
GB_GCA_027340645.1	0
GB_GCA_047602885.1	1
GB_GCA_964573085.1	0
GB_GCA_028702835.1	0
GB_GCA_027886795.1	0
RS_GCF_049688275.1	0
GB_GCA_050117375.1	0
RS_GCF_000246985.2	0
GB_GCA_946408925.1	0
GB_GCA_964544335.1	0
GB_GCA_964369035.1	0
GB_GCA_018396875.1	0
GB_GCA_038868995.1	0
GB_GCA_964516805.1	1
GB_GCA_046754445.1	0
GB_GCA_030614485.1	0
GB_GCA_029940695.1	2
RS_GCF_000265525.1	0
GB_GCA_964385745.1	0
GB_GCA_038824035.1	0
GB_GCA_964533695.1	0
GB_GCA_963775685.1	0
GB_GCA_027028545.1	0
GB_GCA_038045865.1	0
GB_GCA_964528545.1	0
RS_GCF_900102375.1	2
GB_GCA_003552325.1	2
GB_GCA_030753015.1	0
GB_GCA_041480925.1	0
GB_GCA_018303445.1	0
GB_GCA_964410025.1	0
GB_GCA_964628365.1	0
RS_GCF_046536515.1	0
GB_GCA_034659235.1	0
GB_GCA_018658265.1	0
GB_GCA_964514945.1	0
GB_GCA_030704765.1	0
GB_GCA_018920345.1	0
GB_GCA_027460535.1	0
GB_GCA_038727705.1	0
GB_GCA_043812855.1	0
RS_GCF_002214365.1	0
GB_GCA_002504435.1	2
GB_GCA_036504475.1	0
GB_GCA_041305285.1	0
GB_GCA_030695605.1	0
GB_GCA_028715545.1	0
GB_GCA_041653075.1	0
GB_GCA_036625795.1	2
GB_GCA_028866575.1	0
GB_GCA_018654845.1	2
GB_GCA_034658695.1	0
GB_GCA_964502785.1	0
GB_GCA_965228205.1	0
GB_GCA_030747785.1	2
GB_GCA_041891055.1	2
GB_GCA_964491605.1	0
GB_GCA_023140035.1	1
GB_GCA_038146705.1	3
GB_GCA_964445525.1	1
GB_GCA_964542205.1	0
GB_GCA_964590855.1	0
GB_GCA_024399215.1	0
GB_GCA_964509675.1	0
GB_GCA_038851365.1	0
RS_GCF_013267195.1	2
GB_GCA_021792775.1	0
GB_GCA_042217455.1	1
GB_GCA_963739305.1	0
GB_GCA_964582085.1	0
GB_GCA_964462185.1	0
GB_GCA_027491935.1	0
GB_GCA_016219835.1	1
RS_GCF_001639285.1	0
GB_GCA_964541645.1	3
GB_GCA_964652735.1	0
RS_GCF_006274605.1	0
GB_GCA_964365475.1	0
GB_GCA_041481045.1	0
GB_GCA_036443875.1	0
GB_GCA_018396975.1	0
GB_GCA_964546105.1	0
RS_GCF_001602375.1	1
GB_GCA_017608625.1	0
GB_GCA_964473285.1	0
RS_GCF_023008545.1	2
GB_GCA_025061115.1	0
GB_GCA_038851515.1	0
GB_GCA_027057815.1	0
GB_GCA_043806635.1	1
GB_GCA_028279725.1	0
GB_GCA_002497985.1	2
GB_GCA_963798205.1	0
GB_GCA_018813725.1	0
RS_GCF_045291275.1	0
GB_GCA_038740375.1	0
GB_GCA_949295765.1	0
RS_GCF_000970305.1	1
RS_GCF_023204835.1	2
GB_GCA_964517675.1	0
GB_GCA_964599955.1	0
GB_GCA_037134435.1	0
GB_GCA_014729915.1	0
RS_GCF_000217715.1	2
GB_GCA_963824385.1	0
GB_GCA_050944155.1	0
GB_GCA_035534575.1	0
GB_GCA_028279655.1	0
RS_GCF_009729545.1	1
GB_GCA_043817815.1	0
GB_GCA_964646365.1	0
GB_GCA_964600445.1	0
GB_GCA_964544235.1	0
GB_GCA_037134055.1	0
GB_GCA_033853355.1	1
GB_GCA_023245755.1	0
GB_GCA_937974645.1	0
RS_GCF_041205745.1	3
RS_GCF_001971705.1	4
GB_GCA_002720275.1	2
GB_GCA_016933455.1	0
GB_GCA_023659865.1	0
GB_GCA_045596945.1	0
GB_GCA_964397515.1	0
GB_GCA_963772765.1	0
GB_GCA_964353635.1	0
GB_GCA_964513415.1	0
GB_GCA_035291345.1	0
GB_GCA_030055465.1	0
GB_GCA_963756915.1	0
GB_GCA_002497245.1	3
GB_GCA_043799675.1	0
GB_GCA_002686295.1	0
RS_GCF_045586545.1	0
GB_GCA_964562935.1	0
GB_GCA_963845885.1	0
GB_GCA_003023785.1	3
GB_GCA_048886645.1	0
GB_GCA_964637135.1	0
RS_GCF_000308215.1	0
GB_GCA_002506105.1	0
GB_GCA_041500425.1	0
GB_GCA_038727515.1	0
GB_GCA_964537525.1	1
GB_GCA_026413885.1	0
GB_GCA_003663225.1	0
GB_GCA_002714305.1	4
GB_GCA_017609225.1	0
GB_GCA_963842865.1	0
GB_GCA_043811855.1	0
GB_GCA_002010065.2	0
GB_GCA_013329615.1	0
RS_GCF_000969985.1	0
GB_GCA_020723065.1	0
GB_GCA_030037735.1	0
GB_GCA_028711485.1	0
GB_GCA_017461225.1	0
GB_GCA_015660915.1	0
GB_GCA_017475875.1	0
GB_GCA_037440825.1	1
GB_GCA_964473825.1	2
GB_GCA_964372405.1	0
RS_GCF_000336635.1	3
GB_GCA_019894955.1	0
GB_GCA_016207475.1	0
GB_GCA_964468895.1	0
GB_GCA_023247345.1	0
GB_GCA_021790305.1	1
GB_GCA_015520145.1	0
GB_GCA_002698145.1	6
GB_GCA_964601175.1	0
GB_GCA_964388265.1	0
GB_GCA_041665945.1	1
GB_GCA_964346895.1	0
GB_GCA_022678445.1	0
GB_GCA_004347965.1	0
GB_GCA_018653365.1	0
GB_GCA_964396185.1	0
GB_GCA_021827525.1	0
GB_GCA_964607835.1	0
GB_GCA_037916495.1	0
GB_GCA_963818745.1	0
GB_GCA_002498205.1	1
GB_GCA_964543665.1	0
GB_GCA_964423305.1	2
GB_GCA_042216675.1	2
GB_GCA_017601245.1	0
GB_GCA_033272285.1	0
GB_GCA_014728985.1	0
RS_GCF_000026045.1	1
GB_GCA_964489365.1	1
RS_GCF_036397675.1	0
GB_GCA_040877295.1	0
GB_GCA_963718555.1	0
RS_GCF_002355635.1	2
GB_GCA_021820245.1	0
GB_GCA_029856425.1	0
GB_GCA_011045995.1	1
RS_GCF_024227715.1	3
GB_GCA_964394935.1	0
GB_GCA_002723045.1	2
GB_GCA_049602735.1	0
GB_GCA_020726005.1	0
GB_GCA_038870455.1	1
GB_GCA_030594725.1	1
GB_GCA_022759165.1	0
GB_GCA_963800555.1	1
GB_GCA_030608925.1	0
GB_GCA_032249215.1	1
GB_GCA_030018575.1	0
GB_GCA_963645865.1	0
GB_GCA_041304325.1	1
RS_GCF_024054535.1	0
GB_GCA_023659775.1	0
GB_GCA_023659785.1	0
GB_GCA_017609885.1	0
GB_GCA_002254825.2	0
GB_GCA_021160945.1	0
GB_GCA_964651725.1	2
GB_GCA_900065925.1	0
GB_GCA_011049045.1	0
GB_GCA_002172185.1	2
GB_GCA_013154235.1	0
RS_GCF_009898475.1	1
RS_GCF_902784195.1	0
GB_GCA_041287225.1	0
GB_GCA_049303335.1	0
GB_GCA_038729465.1	0
GB_GCA_026982895.1	0
GB_GCA_029861345.1	0
GB_GCA_001768965.1	0
GB_GCA_002694245.1	2
RS_GCF_009914725.1	0
GB_GCA_050251995.1	0
GB_GCA_964373595.1	0
GB_GCA_949373095.1	2
GB_GCA_046299465.1	1
