Model,Mean Average Precision (mAP),mAP - SEM,mAP + SEM,ROC-AUC (macro mean),Mean ROC-AUC - SEM,Mean ROC-AUC + SEM,MCC-F1 summary (macro mean),Mean MCC-F1 summary - SEM,Mean MCC-F1 summary + SEM
PlmDomainsLogisticRegression__esm-1v_with_minor_reactions_global_tuning,0.9978143906410122,0.9960775315157203,0.999551249766304,0.9997163921442189,0.999459595581419,0.9999731887070189,0.6000649951275177,0.5973370180999706,0.6027929721550647
PlmDomainsLogisticRegression__tps_ankh_base_with_minor_reactions_global_tuning,0.9962722464545839,0.9944288758107552,0.9981156170984126,0.99948089425845,0.9991402452976859,0.9998215432192141,0.5985697142624995,0.5954761579878918,0.6016632705371072
PlmDomainsLogisticRegression__tps_esm-1v_with_minor_reactions_global_tuning,0.9976322681225941,0.9957959545519759,0.9994685816932123,0.9996923549595061,0.9994361100852385,0.9999485998337738,0.6003648846413749,0.5962487303035436,0.6044810389792062
PlmDomainsLogisticRegression__ankh_large_with_minor_reactions,0.9956471447066146,0.99361978193278,0.9976745074804493,0.9993619710275752,0.9989769627171771,0.9997469793379733,0.5985870110984536,0.5955027693002239,0.6016712528966832
PlmDomainsLogisticRegression__esm-2_with_minor_reactions,0.9970445241078227,0.9948128076239112,0.9992762405917343,0.9994141090590342,0.9987411884553715,1.000087029662697,0.5996303809730216,0.5955825205286602,0.6036782414173829
PlmDomainsLogisticRegression__tps_esm-1v-subseq_with_minor_reactions,0.9977479362029372,0.9958801368718725,0.999615735534002,0.9997053361541017,0.999432296298594,0.9999783760096095,0.60050186425938,0.5968870912366548,0.6041166372821052
PfamSUPFAM__pfam,0.963864794326696,0.9523383285847559,0.9753912600686362,0.9913205628160643,0.9872814663941246,0.995359659238004,0.5933660296252613,0.5889636134760586,0.597768445774464
PfamSUPFAM__supfam,0.9438221952301615,0.9236462404519128,0.9639981500084103,0.9936630603611682,0.9919198068287932,0.9954063138935433,0.5775821828282077,0.5718475024780121,0.5833168631784034
DomainsRandomForest__with_minor_reactions_global_tuning,0.9768198297519721,0.9683027286520738,0.9853369308518705,0.9872688524749474,0.9825861007860626,0.9919516041638323,0.8149832936103595,0.7780934625776313,0.8518731246430876
DomainsRandomForest__with_minor_reactions,0.9767098892336531,0.9682145539183628,0.9852052245489434,0.9872536761957861,0.9825746912650969,0.9919326611264753,0.8275140195488273,0.8055187022471663,0.8495093368504884
HMM__with_minor_reactions,0.9203168295995685,0.8932949121967372,0.9473387470023998,0.9901303021900087,0.9862830566146991,0.9939775477653184,0.7962919271407414,0.7791164533808966,0.8134674009005861
PlmRandomForest__ankh_base_with_minor_reactions_global_tuning,0.9755044809045852,0.9644337510238632,0.9865752107853072,0.9975574407937812,0.9958563482477847,0.9992585333397777,0.6992887798031575,0.6211248363111173,0.7774527232951978
PlmRandomForest__esm-1v_with_minor_reactions_global_tuning,0.9776918660556383,0.9655415052773871,0.9898422268338894,0.9976524590730594,0.9956824687431617,0.9996224494029572,0.6391927753010136,0.5860044777147068,0.6923810728873204
PlmRandomForest__tps_esm-1v_with_minor_reactions_global_tuning,0.9724862408235266,0.9556199676632445,0.9893525139838087,0.9975559197578917,0.9957556014345598,0.9993562380812236,0.6577757203454124,0.583258268582597,0.7322931721082279
PlmRandomForest__ankh_large_with_minor_reactions_global_tuning,0.9762843860076025,0.9652032251120168,0.9873655469031881,0.9972114734367092,0.9946563328221447,0.9997666140512738,0.6851105599311185,0.6268342804930181,0.7433868393692188
PlmRandomForest__esm-2_with_minor_reactions_global_tuning,0.978791022569248,0.9668116268597824,0.9907704182787136,0.9976158689223137,0.9957705208876303,0.9994612169569971,0.6657619616334498,0.6183378940403398,0.7131860292265598
PlmRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,0.9701441623661804,0.9487699355793401,0.9915183891530207,0.9973575781832992,0.9954222028051697,0.9992929535614287,0.6422000046084648,0.5894087558911606,0.694991253325769
PlmDomainsMLP__ankh_base_with_minor_reactions,0.9701860461213421,0.9604079050294071,0.979964187213277,0.9980874493294698,0.9974816051470154,0.9986932935119242,0.5995551683913541,0.596090310278292,0.6030200265044163
PlmDomainsMLP__esm-1v_with_minor_reactions,0.9799265293440259,0.9711923703423384,0.9886606883457134,0.9985184820913504,0.9978430058030577,0.9991939583796431,0.5984944438353696,0.5954641461365249,0.6015247415342144
PlmDomainsMLP__tps_ankh_base_with_minor_reactions,0.9701860461213421,0.9604079050294071,0.979964187213277,0.9980874493294698,0.9974816051470154,0.9986932935119242,0.5995551683913541,0.596090310278292,0.6030200265044163
PlmDomainsMLP__tps_esm-1v_with_minor_reactions,0.9806511387989156,0.9704121334312076,0.9908901441666237,0.9984754092252406,0.9977509903944322,0.999199828056049,0.5989085688703264,0.5953052653955582,0.6025118723450946
PlmDomainsMLP__tps_esm-1v_with_minor_reactions_global_tuning,0.9778561051123182,0.967162400095761,0.9885498101288754,0.998312579692677,0.9974674362002114,0.9991577231851425,0.598061404293948,0.5951702319570744,0.6009525766308217
PlmDomainsMLP__esm-1v_with_minor_reactions_global_tuning,0.9757510364163324,0.971931469225596,0.9795706036070688,0.9980661434593453,0.9975600869803938,0.9985721999382968,0.5994503333971002,0.5950632651240357,0.6038374016701646
PlmDomainsMLP__tps_ankh_base_with_minor_reactions_global_tuning,0.9859190724926439,0.9842375066867549,0.9876006382985328,0.9988680812810774,0.998863572198485,0.9988725903636698,0.5997003816476423,0.5974799949487,0.6019207683465846
PlmDomainsMLP__ankh_large_with_minor_reactions,0.9708515343602105,0.9605969766201896,0.9811060921002315,0.9981787215072984,0.9976491974988972,0.9987082455156995,0.5984095133955378,0.5942115196697108,0.6026075071213649
PlmDomainsMLP__esm-2_with_minor_reactions,0.9769966358835201,0.9645289930470093,0.989464278720031,0.9983561838451085,0.9976092768336677,0.9991030908565492,0.5992668032698091,0.5970712303086524,0.6014623762309658
PlmDomainsMLP__tps_esm-1v-subseq_with_minor_reactions,0.982275754743348,0.9692793392615185,0.9952721702251776,0.998590628492571,0.9977722749683834,0.9994089820167585,0.5983826111300935,0.5963036100879392,0.6004616121722478
PlmDomainsMLP__esm-2_with_minor_reactions_global_tuning,0.9833424948903143,0.9746701299067132,0.9920148598739155,0.9988367318019253,0.9983988298409364,0.9992746337629143,0.597797475555856,0.5974744769065571,0.598120474205155
PlmDomainsMLP__tps_esm-1v-subseq_with_minor_reactions_global_tuning,0.9795655874987597,0.9703517257121451,0.9887794492853742,0.9983048733115908,0.9976446481267318,0.9989650984964498,0.5978865925464991,0.5941630429537361,0.6016101421392621
CLEAN__with_minor_reactions,0.6774440315517216,0.6667480242045574,0.6881400388988859,0.9707352770753699,0.9682329375936876,0.9732376165570522,0.48375307336300766,0.4722111272295952,0.49529501949642013
PlmDomainsRandomForest__tps_esm-1v-subseq_foldseek_with_minor_reactions_global_tuning,0.9945506346710472,0.9905530760399992,0.9985481933020952,0.9982409727219471,0.9953010483179991,1.001180897125895,0.8222791234132499,0.8127981735591044,0.8317600732673954
PlmDomainsRandomForest__tps_esm-1v-subseq_foldseek_with_minor_reactions_global_tuning_domains_subset_plm_subset,0.9950160647445101,0.9911989409139181,0.9988331885751021,0.9983167767315873,0.9953461249406718,1.0012874285225029,0.8191477903473323,0.8142037441282259,0.8240918365664387
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning,0.9695446065032636,0.9525420958780493,0.9865471171284779,0.9975222934247838,0.9958611092352531,0.9991834776143146,0.6332104258371603,0.5723352529035803,0.6940855987707402
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning_domains_subset,0.997719386626005,0.9956124554820815,0.9998263177699285,0.9995417223682874,0.9988722414555736,1.000211203281001,0.7425926232057336,0.6460962060943349,0.8390890403171323
PlmDomainsRandomForest__tps_esm-1v-subseq_with_minor_reactions_global_tuning_domains_subset_plm_subset,0.995990602891565,0.9922068841304265,0.9997743216527036,0.9980348130597921,0.9953645327208824,1.0007050933987018,0.8193753295941211,0.8137369695202885,0.8250136896679536
