RHEA_ID	DIRECTION	MASTER_ID	ID
10028	UN	10028	O45307
10028	UN	10028	P31228
10028	UN	10028	P80324
10028	UN	10028	Q19564
10028	UN	10028	Q75WF1
10028	UN	10028	Q922Z0
10028	UN	10028	Q99489
10029	LR	10028	A0A499UB99
10029	LR	10028	A0A7E6FSU6
10029	LR	10028	A3KCL7
10029	LR	10028	A8WXM1
10029	LR	10028	C0HMB0
10029	LR	10028	C4R6B0
10029	LR	10028	D3ZDM7
10029	LR	10028	O01739
10029	LR	10028	O45307
10029	LR	10028	P31228
10029	LR	10028	P80324
10029	LR	10028	Q19564
10029	LR	10028	Q75WF1
10029	LR	10028	Q922Z0
10029	LR	10028	Q99489
10036	UN	10036	P56216
10040	UN	10040	C4M4T9
10040	UN	10040	C4M633
10040	UN	10040	D4AD37
10040	UN	10040	F1RT67
10040	UN	10040	F6Y5S8
10040	UN	10040	O34600
10040	UN	10040	O49623
10040	UN	10040	O94505
10040	UN	10040	O95861
10040	UN	10040	P0C5A3
10040	UN	10040	P0CY20
10040	UN	10040	P0CY21
10040	UN	10040	P22255
10040	UN	10040	P22746
10040	UN	10040	P26264
10040	UN	10040	P32179
10040	UN	10040	P44332
10040	UN	10040	P46726
10040	UN	10040	P57624
10040	UN	10040	P59735
10040	UN	10040	P65164
10040	UN	10040	P70714
10040	UN	10040	P71615
10040	UN	10040	P75144
10040	UN	10040	P9WKJ0
10040	UN	10040	P9WKJ1
10040	UN	10040	Q2KJ53
10040	UN	10040	Q2QWT4
10040	UN	10040	Q38945
10040	UN	10040	Q3ZCK3
10040	UN	10040	Q42546
10040	UN	10040	Q55F34
10040	UN	10040	Q59XQ1
10040	UN	10040	Q5BCG1
10040	UN	10040	Q5SM25
10040	UN	10040	Q80V26
10040	UN	10040	Q84VY5
10040	UN	10040	Q869K3
10040	UN	10040	Q8DTN6
10040	UN	10040	Q8FAG5
10040	UN	10040	Q8GY63
10040	UN	10040	Q8XCG6
10040	UN	10040	Q8Z153
10040	UN	10040	Q9M0Y6
10040	UN	10040	Q9NX62
10040	UN	10040	Q9Z0S1
10040	UN	10040	Q9Z1N4
10041	LR	10040	O49623
10041	LR	10040	O94505
10041	LR	10040	O95861
10041	LR	10040	P0C5A3
10041	LR	10040	P0CY20
10041	LR	10040	P0CY21
10041	LR	10040	P32179
10041	LR	10040	Q2QWT4
10041	LR	10040	Q38945
10041	LR	10040	Q3ZCK3
10041	LR	10040	Q42546
10041	LR	10040	Q55F34
10041	LR	10040	Q59XQ1
10041	LR	10040	Q5BCG1
10041	LR	10040	Q84VY5
10041	LR	10040	Q869K3
10041	LR	10040	Q8GY63
10041	LR	10040	Q9M0Y6
10041	LR	10040	Q9Z0S1
10041	LR	10040	Q9Z1N4
10044	UN	10044	Q6TMA3
10044	UN	10044	Q8GAV9
10044	UN	10044	Q937L4
10044	UN	10044	Q9F7E0
10045	LR	10044	Q9F7E0
10048	UN	10048	O13326
10048	UN	10048	P06106
10048	UN	10048	P50125
10048	UN	10048	Q12198
10048	UN	10048	Q79VI4
10048	UN	10048	Q92441
10052	UN	10052	P17584
10052	UN	10052	Q5U922
10054	RL	10052	Q5U922
10056	UN	10056	E3PRK1
10056	UN	10056	Q8RHX1
10064	UN	10064	B2DEU7
10064	UN	10064	B2DEU8
10064	UN	10064	B2DEV1
10068	UN	10068	E0U4V7
10072	UN	10072	Q7U4Z9
10072	UN	10072	Q83WC3
10072	UN	10072	Q9KJ20
10072	UN	10072	Q9KJ21
10073	LR	10072	Q7U4Z9
10073	LR	10072	Q83WC3
10073	LR	10072	Q9KJ20
10073	LR	10072	Q9KJ21
10076	UN	10076	P09848
10076	UN	10076	P09849
10076	UN	10076	Q02401
10076	UN	10076	W5PLZ6
10077	LR	10076	P09848
10077	LR	10076	P09849
10077	LR	10076	Q02401
10077	LR	10076	W5PLZ6
10080	UN	10080	P57793
10081	LR	10080	P57793
10082	RL	10080	P57793
10084	UN	10084	A2R1P9
10084	UN	10084	P00436
10084	UN	10084	P00437
10084	UN	10084	P15109
10084	UN	10084	P15110
10084	UN	10084	P20371
10084	UN	10084	P20372
10084	UN	10084	Q5AT14
10085	LR	10084	A2R1P9
10085	LR	10084	Q5AT14
10092	UN	10092	P06855
10096	UN	10096	A0A0A7XNA3
10096	UN	10096	A7MRY3
10096	UN	10096	B0FLN1
10096	UN	10096	B7VQM9
10096	UN	10096	O30920
10096	UN	10096	O54451
10096	UN	10096	O87970
10096	UN	10096	P12747
10096	UN	10096	P33880
10096	UN	10096	P33881
10096	UN	10096	P33882
10096	UN	10096	P33883
10096	UN	10096	P33904
10096	UN	10096	P33907
10096	UN	10096	P35328
10096	UN	10096	P52988
10096	UN	10096	P52989
10096	UN	10096	P52990
10096	UN	10096	P54291
10096	UN	10096	P54298
10096	UN	10096	P54656
10096	UN	10096	P55394
10096	UN	10096	P58584
10096	UN	10096	P70774
10096	UN	10096	P74945
10096	UN	10096	Q44058
10096	UN	10096	Q46968
10096	UN	10096	Q47187
10096	UN	10096	Q51522
10096	UN	10096	Q51785
10096	UN	10096	Q87NA8
10096	UN	10096	Q9FDA3
10100	UN	10100	J3SDX8
10100	UN	10100	P07882
10100	UN	10100	P19835
10100	UN	10100	P30122
10100	UN	10100	P34163
10100	UN	10100	P38571
10100	UN	10100	Q07804
10100	UN	10100	Q07950
10100	UN	10100	Q3U4B4
10100	UN	10100	Q4R4S5
10100	UN	10100	Q5VXI9
10100	UN	10100	Q64194
10100	UN	10100	Q64285
10100	UN	10100	Q9Z0M5
10101	LR	10100	P07882
10101	LR	10100	P19835
10101	LR	10100	P30122
10101	LR	10100	Q3U4B4
10101	LR	10100	Q5VXI9
10101	LR	10100	Q64285
10104	UN	10104	O24648
10104	UN	10104	Q39103
10104	UN	10104	Q3I409
10104	UN	10104	Q3I410
10104	UN	10104	Q3I411
10104	UN	10104	Q6AT12
10104	UN	10104	Q9C971
10104	UN	10104	Q9FU53
10104	UN	10104	Q9SVS8
10104	UN	10104	Q9ZT84
10105	LR	10104	Q39103
10105	LR	10104	Q9C971
10105	LR	10104	Q9ZT84
10108	UN	10108	A4UHT7
10108	UN	10108	Q071N0
10112	UN	10112	G5EFH8
10112	UN	10112	P32232
10112	UN	10112	P32582
10112	UN	10112	P35520
10112	UN	10112	P46794
10112	UN	10112	P9WP50
10112	UN	10112	P9WP51
10112	UN	10112	Q2V0C9
10112	UN	10112	Q58H57
10112	UN	10112	Q91WT9
10112	UN	10112	Q9N0V7
10112	UN	10112	Q9N4K2
10112	UN	10112	Q9YBL2
10116	UN	10116	C8VP36
10116	UN	10116	O13287
10116	UN	10116	O60037
10116	UN	10116	O83351
10116	UN	10116	O84066
10116	UN	10116	P00349
10116	UN	10116	P00350
10116	UN	10116	P14062
10116	UN	10116	P14332
10116	UN	10116	P21577
10116	UN	10116	P31072
10116	UN	10116	P37754
10116	UN	10116	P37756
10116	UN	10116	P38720
10116	UN	10116	P41570
10116	UN	10116	P41572
10116	UN	10116	P41573
10116	UN	10116	P41574
10116	UN	10116	P41575
10116	UN	10116	P41576
10116	UN	10116	P41577
10116	UN	10116	P41578
10116	UN	10116	P41579
10116	UN	10116	P41580
10116	UN	10116	P41581
10116	UN	10116	P41582
10116	UN	10116	P41583
10116	UN	10116	P43774
10116	UN	10116	P52207
10116	UN	10116	P52208
10116	UN	10116	P52209
10116	UN	10116	P53319
10116	UN	10116	P57208
10116	UN	10116	P63334
10116	UN	10116	P63335
10116	UN	10116	P70718
10116	UN	10116	P78812
10116	UN	10116	P80859
10116	UN	10116	P85968
10116	UN	10116	P96789
10116	UN	10116	Q17761
10116	UN	10116	Q2R480
10116	UN	10116	Q5HFR2
10116	UN	10116	Q5HP42
10116	UN	10116	Q6G954
10116	UN	10116	Q6GGI7
10116	UN	10116	Q7VMX4
10116	UN	10116	Q89AX5
10116	UN	10116	Q8CP47
10116	UN	10116	Q8TA03
10116	UN	10116	Q931R3
10116	UN	10116	Q94KU1
10116	UN	10116	Q94KU2
10116	UN	10116	Q9CHU6
10116	UN	10116	Q9DCD0
10116	UN	10116	Q9FFR3
10116	UN	10116	Q9FWA3
10116	UN	10116	Q9LI00
10116	UN	10116	Q9PKX7
10116	UN	10116	Q9SH69
10116	UN	10116	Q9Z8I3
10116	UN	10116	Q9ZHD9
10117	LR	10116	Q94KU2
10120	UN	10120	P51400
10120	UN	10120	P55265
10120	UN	10120	P55266
10120	UN	10120	P78563
10120	UN	10120	Q22618
10120	UN	10120	Q91ZS8
10120	UN	10120	Q99MU3
10121	LR	10120	P78563
10124	UN	10124	Q47PU3
10128	UN	10128	K4C9E2
10128	UN	10128	Q9M424
10132	UN	10132	I3PB37
10132	UN	10132	O70490
10132	UN	10132	Q08AH1
10132	UN	10132	Q08AH3
10132	UN	10132	Q53005
10132	UN	10132	Q68CK6
10132	UN	10132	Q8GQN9
10132	UN	10132	Q8K0L3
10132	UN	10132	Q91VA0
10132	UN	10132	Q9BEA2
10132	UN	10132	Q9SS01
10133	LR	10132	I3PB37
10133	LR	10132	O70490
10133	LR	10132	Q08AH1
10133	LR	10132	Q08AH3
10133	LR	10132	Q68CK6
10133	LR	10132	Q8K0L3
10133	LR	10132	Q91VA0
10133	LR	10132	Q9BEA2
10136	UN	10136	P0AEP7
10136	UN	10136	P0AEP8
10140	UN	10140	P05980
10140	UN	10140	P42330
10140	UN	10140	Q5R7C9
10142	RL	10140	P05980
10142	RL	10140	P42330
10142	RL	10140	Q5R7C9
10144	UN	10144	A1AET8
10144	UN	10144	A1JJT7
10144	UN	10144	A4TQ00
10144	UN	10144	A4WDU9
10144	UN	10144	A7FLX5
10144	UN	10144	A7MJ60
10144	UN	10144	A7ZQI8
10144	UN	10144	A8A3M3
10144	UN	10144	A8ANV8
10144	UN	10144	A8G9Z5
10144	UN	10144	A9MF31
10144	UN	10144	A9N2D0
10144	UN	10144	A9R116
10144	UN	10144	B1IUT5
10144	UN	10144	B1JJF5
10144	UN	10144	B1XCS0
10144	UN	10144	B2K580
10144	UN	10144	B2TZI7
10144	UN	10144	B2VG26
10144	UN	10144	B4F224
10144	UN	10144	B4T454
10144	UN	10144	B4TTV8
10144	UN	10144	B5BEY1
10144	UN	10144	B5QW15
10144	UN	10144	B5RDQ0
10144	UN	10144	B5XV37
10144	UN	10144	B5Z3A6
10144	UN	10144	B6I6D4
10144	UN	10144	B7LEG2
10144	UN	10144	B7LWJ1
10144	UN	10144	B7LXF6
10144	UN	10144	B7MKL8
10144	UN	10144	B7MZ45
10144	UN	10144	B7N6X4
10144	UN	10144	B7NT88
10144	UN	10144	B7UHG3
10144	UN	10144	C4ZZP8
10144	UN	10144	C5BGI8
10144	UN	10144	O34313
10144	UN	10144	P08331
10144	UN	10144	P0A840
10144	UN	10144	P0A841
10144	UN	10144	P0A842
10144	UN	10144	P24504
10144	UN	10144	P26265
10144	UN	10144	P44764
10144	UN	10144	P53052
10144	UN	10144	P66881
10144	UN	10144	P66882
10144	UN	10144	Q0T1H5
10144	UN	10144	Q0TEB4
10144	UN	10144	Q1C475
10144	UN	10144	Q1CLR3
10144	UN	10144	Q1R7U7
10144	UN	10144	Q2NVM2
10144	UN	10144	Q31XA6
10144	UN	10144	Q32CI6
10144	UN	10144	Q3YYB8
10144	UN	10144	Q57KJ7
10144	UN	10144	Q5PEG4
10144	UN	10144	Q66EC0
10144	UN	10144	Q7N8K4
10144	UN	10144	Q83JY2
10144	UN	10144	Q8D2P7
10144	UN	10144	Q8ZBP9
10148	UN	10148	P0C2P0
10148	UN	10148	P0C2P1
10148	UN	10148	P0CI02
10148	UN	10148	P33967
10152	UN	10152	O31019
10152	UN	10152	O53090
10152	UN	10152	O59023
10152	UN	10152	O86134
10152	UN	10152	O96432
10152	UN	10152	O97438
10152	UN	10152	P0A2X7
10152	UN	10152	P0A2X8
10152	UN	10152	P13982
10152	UN	10152	P37306
10152	UN	10152	P44769
10152	UN	10152	P59625
10152	UN	10152	P63555
10152	UN	10152	P63556
10152	UN	10152	P74733
10152	UN	10152	P95474
10152	UN	10152	P99069
10152	UN	10152	Q2FDM7
10152	UN	10152	Q2FHR7
10152	UN	10152	Q2FKJ8
10152	UN	10152	Q2FZA9
10152	UN	10152	Q2YWH4
10152	UN	10152	Q2YXF2
10152	UN	10152	Q46171
10152	UN	10152	Q48295
10152	UN	10152	Q4L9V7
10152	UN	10152	Q5HCR5
10152	UN	10152	Q5HGR2
10152	UN	10152	Q5HKJ3
10152	UN	10152	Q5JHG5
10152	UN	10152	Q6G642
10152	UN	10152	Q6GA44
10152	UN	10152	Q6GDH0
10152	UN	10152	Q6GHR6
10152	UN	10152	Q7A138
10152	UN	10152	Q7A627
10152	UN	10152	Q7X2S2
10152	UN	10152	Q8CTX1
10152	UN	10152	Q8CU42
10152	UN	10152	Q8FK51
10152	UN	10152	Q8G997
10152	UN	10152	Q8VW54
10152	UN	10152	Q8XCV5
10152	UN	10152	Q92ZT0
10152	UN	10152	Q97C45
10152	UN	10152	Q99UU0
10152	UN	10152	Q9HII9
10152	UN	10152	Q9UWF8
10154	RL	10152	P13982
10154	RL	10152	P37306
10154	RL	10152	Q8FK51
10154	RL	10152	Q8XCV5
10160	UN	10160	P07846
10160	UN	10160	P27867
10160	UN	10160	Q00796
10160	UN	10160	Q02912
10160	UN	10160	Q06004
10160	UN	10160	Q29318
10160	UN	10160	Q4R639
10160	UN	10160	Q58D31
10160	UN	10160	Q59787
10160	UN	10160	Q5R5F3
10160	UN	10160	Q64442
10160	UN	10160	Q9Z9U1
10161	LR	10160	Q59787
10164	UN	10164	A0A0H3GN27
10164	UN	10164	A0A509AQ68
10164	UN	10164	A0ALD9
10164	UN	10164	A0B7E8
10164	UN	10164	A0JU21
10164	UN	10164	A0K8N1
10164	UN	10164	A0KGH3
10164	UN	10164	A0KU82
10164	UN	10164	A0L7X8
10164	UN	10164	A0LEC9
10164	UN	10164	A0LW71
10164	UN	10164	A0M568
10164	UN	10164	A0PW55
10164	UN	10164	A0PYP4
10164	UN	10164	A0Q5J9
10164	UN	10164	A0QBX4
10164	UN	10164	A0R3B8
10164	UN	10164	A0RKS3
10164	UN	10164	A0RMH2
10164	UN	10164	A1A143
10164	UN	10164	A1AEW7
10164	UN	10164	A1APJ8
10164	UN	10164	A1AW20
10164	UN	10164	A1B9D2
10164	UN	10164	A1BD13
10164	UN	10164	A1JJR4
10164	UN	10164	A1K7F6
10164	UN	10164	A1KHG1
10164	UN	10164	A1KUB6
10164	UN	10164	A1QQ97
10164	UN	10164	A1R485
10164	UN	10164	A1RHF3
10164	UN	10164	A1S4D7
10164	UN	10164	A1SF66
10164	UN	10164	A1SSQ7
10164	UN	10164	A1TEE4
10164	UN	10164	A1TLS5
10164	UN	10164	A1TZ48
10164	UN	10164	A1UL09
10164	UN	10164	A1US94
10164	UN	10164	A1V5K2
10164	UN	10164	A1VGV5
10164	UN	10164	A1VLH1
10164	UN	10164	A1W1S4
10164	UN	10164	A1W4R1
10164	UN	10164	A1WL86
10164	UN	10164	A1WWZ2
10164	UN	10164	A2BP03
10164	UN	10164	A2BUI5
10164	UN	10164	A2C038
10164	UN	10164	A2CDE2
10164	UN	10164	A2RFE3
10164	UN	10164	A2RIX1
10164	UN	10164	A2SAU7
10164	UN	10164	A2SJR2
10164	UN	10164	A2SSV1
10164	UN	10164	A3CMA7
10164	UN	10164	A3D795
10164	UN	10164	A3DBQ5
10164	UN	10164	A3M5Y1
10164	UN	10164	A3ML77
10164	UN	10164	A3N1B9
10164	UN	10164	A3NB82
10164	UN	10164	A3NX13
10164	UN	10164	A3PAS6
10164	UN	10164	A3PIV3
10164	UN	10164	A3Q5F7
10164	UN	10164	A3QC77
10164	UN	10164	A4F804
10164	UN	10164	A4FZA6
10164	UN	10164	A4G737
10164	UN	10164	A4ISP4
10164	UN	10164	A4JFY5
10164	UN	10164	A4QCV0
10164	UN	10164	A4SGL6
10164	UN	10164	A4SRC1
10164	UN	10164	A4SXE9
10164	UN	10164	A4T6L5
10164	UN	10164	A4TPY1
10164	UN	10164	A4W2T1
10164	UN	10164	A4WDW7
10164	UN	10164	A4WR18
10164	UN	10164	A4X3B7
10164	UN	10164	A4XKV0
10164	UN	10164	A4XWS1
10164	UN	10164	A4Y943
10164	UN	10164	A4YHC1
10164	UN	10164	A4YVC0
10164	UN	10164	A5CTA8
10164	UN	10164	A5CX71
10164	UN	10164	A5EK13
10164	UN	10164	A5EW24
10164	UN	10164	A5F5I3
10164	UN	10164	A5FN12
10164	UN	10164	A5FRM5
10164	UN	10164	A5FUW3
10164	UN	10164	A5GEW5
10164	UN	10164	A5GPE0
10164	UN	10164	A5IDM2
10164	UN	10164	A5IIQ6
10164	UN	10164	A5IQY0
10164	UN	10164	A5IYA8
10164	UN	10164	A5N2N5
10164	UN	10164	A5U166
10164	UN	10164	A5UDD6
10164	UN	10164	A5UI73
10164	UN	10164	A5V1W0
10164	UN	10164	A5V3E8
10164	UN	10164	A5VQQ7
10164	UN	10164	A5WG13
10164	UN	10164	A6GZ69
10164	UN	10164	A6L3M9
10164	UN	10164	A6LJF0
10164	UN	10164	A6LR09
10164	UN	10164	A6NNW6
10164	UN	10164	A6Q5K4
10164	UN	10164	A6QF85
10164	UN	10164	A6SXG3
10164	UN	10164	A6TD53
10164	UN	10164	A6TU30
10164	UN	10164	A6TZQ5
10164	UN	10164	A6U8E5
10164	UN	10164	A6US08
10164	UN	10164	A6UUM2
10164	UN	10164	A6V1F3
10164	UN	10164	A6VJ31
10164	UN	10164	A6VR00
10164	UN	10164	A6VUU9
10164	UN	10164	A6W6X2
10164	UN	10164	A6WR28
10164	UN	10164	A6X0L8
10164	UN	10164	A7FLZ5
10164	UN	10164	A7FQP0
10164	UN	10164	A7G9Y3
10164	UN	10164	A7GUR7
10164	UN	10164	A7H0M5
10164	UN	10164	A7H622
10164	UN	10164	A7HCC4
10164	UN	10164	A7HNS8
10164	UN	10164	A7HXW7
10164	UN	10164	A7I455
10164	UN	10164	A7INB6
10164	UN	10164	A7MQZ0
10164	UN	10164	A7NFI9
10164	UN	10164	A7WZT2
10164	UN	10164	A7Z8Y1
10164	UN	10164	A7ZFN1
10164	UN	10164	A7ZQM2
10164	UN	10164	A8A3R4
10164	UN	10164	A8AY46
10164	UN	10164	A8EWY0
10164	UN	10164	A8FHJ0
10164	UN	10164	A8FNY3
10164	UN	10164	A8FSS8
10164	UN	10164	A8G2L5
10164	UN	10164	A8G9W1
10164	UN	10164	A8H1S5
10164	UN	10164	A8IBF3
10164	UN	10164	A8L149
10164	UN	10164	A8LQL4
10164	UN	10164	A8M2Y3
10164	UN	10164	A8MFY2
10164	UN	10164	A8YUV4
10164	UN	10164	A8Z1A4
10164	UN	10164	A8ZSY5
10164	UN	10164	A9AGW2
10164	UN	10164	A9BDH2
10164	UN	10164	A9BIS7
10164	UN	10164	A9FA52
10164	UN	10164	A9HJ75
10164	UN	10164	A9IIP8
10164	UN	10164	A9IS50
10164	UN	10164	A9KDH7
10164	UN	10164	A9KQ46
10164	UN	10164	A9KYH0
10164	UN	10164	A9LZL4
10164	UN	10164	A9M5E5
10164	UN	10164	A9MF11
10164	UN	10164	A9N2F4
10164	UN	10164	A9N9U9
10164	UN	10164	A9NF93
10164	UN	10164	A9R1D1
10164	UN	10164	A9UMP7
10164	UN	10164	A9VQ48
10164	UN	10164	A9W6G9
10164	UN	10164	A9WCM4
10164	UN	10164	B0B8G1
10164	UN	10164	B0BA40
10164	UN	10164	B0BM20
10164	UN	10164	B0BQ53
10164	UN	10164	B0C9F0
10164	UN	10164	B0CGT2
10164	UN	10164	B0JMP6
10164	UN	10164	B0K6X6
10164	UN	10164	B0K882
10164	UN	10164	B0KSB9
10164	UN	10164	B0R4Y8
10164	UN	10164	B0RH60
10164	UN	10164	B0RU05
10164	UN	10164	B0S1G7
10164	UN	10164	B0S8S8
10164	UN	10164	B0SRL5
10164	UN	10164	B0SYX8
10164	UN	10164	B0TK04
10164	UN	10164	B0UV89
10164	UN	10164	B0V677
10164	UN	10164	B0VQI4
10164	UN	10164	B1AIH2
10164	UN	10164	B1GYL7
10164	UN	10164	B1HVS4
10164	UN	10164	B1IBR3
10164	UN	10164	B1IDB9
10164	UN	10164	B1IU62
10164	UN	10164	B1JB38
10164	UN	10164	B1JK09
10164	UN	10164	B1JUY6
10164	UN	10164	B1KPT6
10164	UN	10164	B1KTJ8
10164	UN	10164	B1LCF4
10164	UN	10164	B1LQB2
10164	UN	10164	B1LZU6
10164	UN	10164	B1MKG1
10164	UN	10164	B1MVW3
10164	UN	10164	B1V8R6
10164	UN	10164	B1VFL0
10164	UN	10164	B1XDI9
10164	UN	10164	B1XLD0
10164	UN	10164	B1XUR8
10164	UN	10164	B1Y4K4
10164	UN	10164	B1YLD8
10164	UN	10164	B1YT09
10164	UN	10164	B1ZEJ8
10164	UN	10164	B2A6Z1
10164	UN	10164	B2FK88
10164	UN	10164	B2GAM0
10164	UN	10164	B2GM13
10164	UN	10164	B2HDI5
10164	UN	10164	B2I2A5
10164	UN	10164	B2I937
10164	UN	10164	B2IKR4
10164	UN	10164	B2IPX8
10164	UN	10164	B2J1R2
10164	UN	10164	B2JIX0
10164	UN	10164	B2K561
10164	UN	10164	B2KBA5
10164	UN	10164	B2RLL7
10164	UN	10164	B2S044
10164	UN	10164	B2S455
10164	UN	10164	B2S5Y3
10164	UN	10164	B2SUA6
10164	UN	10164	B2SXU9
10164	UN	10164	B2TPW4
10164	UN	10164	B2TZF4
10164	UN	10164	B2U9C3
10164	UN	10164	B2URY4
10164	UN	10164	B2UY16
10164	UN	10164	B2V9N8
10164	UN	10164	B2VFY8
10164	UN	10164	B3A0L6
10164	UN	10164	B3CNP3
10164	UN	10164	B3DSV2
10164	UN	10164	B3E2S8
10164	UN	10164	B3EEQ2
10164	UN	10164	B3EL51
10164	UN	10164	B3EUH8
10164	UN	10164	B3GY00
10164	UN	10164	B3PJB3
10164	UN	10164	B3PNH6
10164	UN	10164	B3Q6L0
10164	UN	10164	B3QQT2
10164	UN	10164	B3QXY4
10164	UN	10164	B3R499
10164	UN	10164	B3WCW7
10164	UN	10164	B4EDA1
10164	UN	10164	B4EUF7
10164	UN	10164	B4RBW1
10164	UN	10164	B4RMD8
10164	UN	10164	B4RVU5
10164	UN	10164	B4S487
10164	UN	10164	B4SGB2
10164	UN	10164	B4SR86
10164	UN	10164	B4T483
10164	UN	10164	B4TFZ1
10164	UN	10164	B4TTY5
10164	UN	10164	B4U2B8
10164	UN	10164	B4U9X7
10164	UN	10164	B4UDM8
10164	UN	10164	B5BF02
10164	UN	10164	B5DGQ7
10164	UN	10164	B5E4P1
10164	UN	10164	B5EGF2
10164	UN	10164	B5EPM7
10164	UN	10164	B5F4N9
10164	UN	10164	B5FAF9
10164	UN	10164	B5FTU9
10164	UN	10164	B5QW40
10164	UN	10164	B5RDS5
10164	UN	10164	B5RLS2
10164	UN	10164	B5RRF1
10164	UN	10164	B5XKM7
10164	UN	10164	B5XV19
10164	UN	10164	B5YF30
10164	UN	10164	B5Z3E3
10164	UN	10164	B5Z9S9
10164	UN	10164	B5ZAZ0
10164	UN	10164	B5ZNA1
10164	UN	10164	B6EKL8
10164	UN	10164	B6I6H5
10164	UN	10164	B6IQ30
10164	UN	10164	B6J3X4
10164	UN	10164	B6J4X4
10164	UN	10164	B6JFY2
10164	UN	10164	B6JPQ2
10164	UN	10164	B6YQN5
10164	UN	10164	B6YUB8
10164	UN	10164	B7GTK2
10164	UN	10164	B7H227
10164	UN	10164	B7HED2
10164	UN	10164	B7HW52
10164	UN	10164	B7I918
10164	UN	10164	B7IFN4
10164	UN	10164	B7IP20
10164	UN	10164	B7J1R2
10164	UN	10164	B7J6R4
10164	UN	10164	B7JFG3
10164	UN	10164	B7JW48
10164	UN	10164	B7KL24
10164	UN	10164	B7KRB4
10164	UN	10164	B7LEJ8
10164	UN	10164	B7LWP5
10164	UN	10164	B7LXJ5
10164	UN	10164	B7MLA0
10164	UN	10164	B7MZ75
10164	UN	10164	B7N715
10164	UN	10164	B7NV69
10164	UN	10164	B7UHJ5
10164	UN	10164	B7V7V4
10164	UN	10164	B8CJP6
10164	UN	10164	B8D7U7
10164	UN	10164	B8D9J5
10164	UN	10164	B8DDA1
10164	UN	10164	B8DTI9
10164	UN	10164	B8E0W1
10164	UN	10164	B8E8T1
10164	UN	10164	B8EJT3
10164	UN	10164	B8F8L5
10164	UN	10164	B8FKT4
10164	UN	10164	B8GAX5
10164	UN	10164	B8GQ75
10164	UN	10164	B8GW68
10164	UN	10164	B8HEU5
10164	UN	10164	B8HQY9
10164	UN	10164	B8I4U1
10164	UN	10164	B8J467
10164	UN	10164	B8JAC4
10164	UN	10164	B8ZPW9
10164	UN	10164	B9DJJ9
10164	UN	10164	B9DRR9
10164	UN	10164	B9E6B1
10164	UN	10164	B9EAH1
10164	UN	10164	B9J4M4
10164	UN	10164	B9JEY7
10164	UN	10164	B9JW75
10164	UN	10164	B9KA91
10164	UN	10164	B9KEN0
10164	UN	10164	B9KQU4
10164	UN	10164	B9L7U3
10164	UN	10164	B9LPW6
10164	UN	10164	B9M3M1
10164	UN	10164	B9MEQ4
10164	UN	10164	B9MS47
10164	UN	10164	C0M6K5
10164	UN	10164	C0MH89
10164	UN	10164	C0PXD5
10164	UN	10164	C0QI43
10164	UN	10164	C0QRV6
