dark_id,closest_marts_id,closest_marts_kingdom,distance
A0A9X0BD86,marts_E01521,Bacteria,6.309807451499999
A0A5N6D605,marts_E01521,Bacteria,6.303551862299999
G3ESX7,marts_E01521,Bacteria,6.287647509099999
A0AAD6E5M4,marts_E01521,Bacteria,6.2746697382
A0A662I836,marts_E01521,Bacteria,6.2701253037999995
A0A534L5D8,marts_E01185,Plants,6.2577758708
E6N4G2,marts_E01521,Bacteria,6.2555686154
A0AAU3FN81,marts_E01521,Bacteria,6.2416250258999995
A0A8J2LF38,marts_E01083,Protists,6.240398682
A0A2V5X3K7,marts_E01521,Bacteria,6.2270446344
A0A534MI49,marts_E01185,Plants,6.2219556828
A0A395I0H0,marts_E01521,Bacteria,6.218443111399999
A0A534LEN8,marts_E01185,Plants,6.2177696577
A0A0E9N6G9,marts_E01083,Protists,6.2047955518
A0A1Q7PF01,marts_E01185,Plants,6.1829598583
A0AAU8JIN3,marts_E01521,Bacteria,6.1727449743
A0A6A5S6V9,marts_E01521,Bacteria,6.168096111500001
A0A928ZSM8,marts_E01521,Bacteria,6.157409374
A0A1F4ZVF3,marts_E01212,Protists,6.1436115355
A0A1F5YUD2,marts_E01521,Bacteria,6.129531671499999
A0A2M7TSD8,marts_E01212,Protists,6.1286400232
A0A8J2JNM3,marts_E01083,Protists,6.1124216747
A0A7C5LAW0,marts_E01521,Bacteria,6.095677503400001
A0A0G0MXU4,marts_E00941,Bacteria,6.0903572587
A0A842M0P2,marts_E01521,Bacteria,6.0810931359
A0A956QCW0,marts_E01521,Bacteria,6.0802431755
A0A8J7Y590,marts_E01521,Bacteria,6.0793712131
A0A8J8BUX3,marts_E01521,Bacteria,6.0726738115
A0A2G4GKA0,marts_E01521,Bacteria,6.0669780628000005
A0A8J2KUV5,marts_E01083,Protists,6.054830853
A0A2V5MR06,marts_E01521,Bacteria,6.0177278974
A0A8H3URY3,marts_E01521,Bacteria,6.0132711736
A0A7J4LEE8,marts_E01521,Bacteria,6.005945415099999
A0A6N7P0V2,marts_E01521,Bacteria,5.9812978826
A0A9P9WHT8,marts_E01521,Bacteria,5.9744403446
A0A7Y2ADC3,marts_E01521,Bacteria,5.9548642778000005
A0A386HQ99,marts_E01521,Bacteria,5.9436841893
A0A975BBU3,marts_E00183,Plants,5.9345858832000005
A0A8J8BX03,marts_E01521,Bacteria,5.9334325118
A0A8J8BWA7,marts_E01521,Bacteria,5.9174657165
W0F343,marts_E01521,Bacteria,5.916901279999999
A0A2S6C3T5,marts_E00338,Bacteria,5.914709712700001
A0A8J8BXU5,marts_E01521,Bacteria,5.9085710858
A0A2R7Y1V9,marts_E01521,Bacteria,5.9053383068
A0A2G5HRD5,marts_E00338,Bacteria,5.9005708745
A0A8J7XS31,marts_E01521,Bacteria,5.8954053547
A0A151EZ24,marts_E01521,Bacteria,5.8915283007
A0A017T707,marts_E01274,Fungi,5.8903717779
A0A151FBT9,marts_E01521,Bacteria,5.8760997751
A0A8J8BXY4,marts_E01521,Bacteria,5.8677006810000005
A0A1Q7D4L9,marts_E00592,Bacteria,5.8639077325999995
A0A151F9U9,marts_E01521,Bacteria,5.8595637037
A0A8J7Y4N4,marts_E01521,Bacteria,5.8552075383
A0A522REQ7,marts_E01521,Bacteria,5.8540750219
A0A7C4WRA2,marts_E01521,Bacteria,5.8472820387
A0A975S9G4,marts_E01521,Bacteria,5.8332347890000005
A0A520KY90,marts_E01521,Bacteria,5.8123949884999995
A0A8T5AP45,marts_E01521,Bacteria,5.812075419
A0A0G0L667,marts_E01521,Bacteria,5.8110268588
A0A917J202,marts_E01521,Bacteria,5.8082924291
A0A0B5I449,marts_E01494,Bacteria,5.801834138
A0A522STR5,marts_E01521,Bacteria,5.7989348714
A0A7J3XKB6,marts_E01521,Bacteria,5.7823814925
A0A2D0NAH2,marts_E01521,Bacteria,5.782348689699999
A0A931BWY3,marts_E01083,Protists,5.775672547099999
A0A564Q8U0,marts_E01521,Bacteria,5.7738330693
A0A0T0M2L0,marts_E01521,Bacteria,5.7697831478
A0A7Y3FB38,marts_E01521,Bacteria,5.766005409
A0A3C0RCR6,marts_E01521,Bacteria,5.7602431479
A0A291QRE4,marts_E01521,Bacteria,5.7531729545
A0A1F7IFX6,marts_E01521,Bacteria,5.752829311999999
A0AAJ5WVI2,marts_E01521,Bacteria,5.7525698025
A0A522WYX2,marts_E01521,Bacteria,5.744945991599999
A0A7V9LBC5,marts_E01521,Bacteria,5.7314744977
A0A8J6R3N3,marts_E01494,Bacteria,5.715773843900001
A0A173MFZ3,marts_E01521,Bacteria,5.714972232199999
A0A9J7BSY3,marts_E01083,Protists,5.7126868367
A0A8T4Z0T6,marts_E01521,Bacteria,5.7126366597
A0A6A7AQY6,marts_E00338,Bacteria,5.7067216927
A0A1H7RZT7,marts_E01521,Bacteria,5.7066660389
A0A8T4BV78,marts_E01521,Bacteria,5.705916504799999
A0A7C3XHT6,marts_E01521,Bacteria,5.7058776777
W9AQ76,marts_E01521,Bacteria,5.698123132299999
A0A3D3CUH9,marts_E01521,Bacteria,5.6950099208000005
A0A7K4IJP5,marts_E01521,Bacteria,5.6836894104
A0A958VN12,marts_E01521,Bacteria,5.6726689491
A0A5B8VCF3,marts_E01521,Bacteria,5.6723281426
G8TA11,marts_E01521,Bacteria,5.6656660847
A0A362XLW9,marts_E01326,Animals,5.665525875
A0A1N5W510,marts_E01274,Fungi,5.660281100200001
A0A5P8WIN9,marts_E01521,Bacteria,5.6532659043999995
A0AAW9S5E9,marts_E01521,Bacteria,5.651591768399999
A0A940KGD8,marts_E01521,Bacteria,5.6500625294999995
A0A2J6I8N4,marts_E01494,Bacteria,5.6485084925
A0A2G6GBF8,marts_E01521,Bacteria,5.6461501986
A0A5E4I9B1,marts_E01187,Plants,5.6409688758000005
A0A6A7AQS4,marts_E00338,Bacteria,5.640001313900001
A0A367PWW1,marts_E01521,Bacteria,5.6344677826
A0A959QGM9,marts_E01521,Bacteria,5.634053659099999
A0A5M8SQJ6,marts_E01083,Protists,5.6256783822
A0A6N2SJE6,marts_E01521,Bacteria,5.620995615
A0A6G8MX44,marts_E01521,Bacteria,5.6188114827
A0A1V9EVX9,marts_E01521,Bacteria,5.616469010099999
A0A846NKI6,marts_E01521,Bacteria,5.6096322846
A0A942RTW0,marts_E01521,Bacteria,5.6093003918
A0A512RJ56,marts_E01521,Bacteria,5.6075227728999995
A0A7J3BDX2,marts_E01521,Bacteria,5.605832257
A0A7Y9PFL2,marts_E01187,Plants,5.6048385716
A0A3R7G8R5,marts_E01521,Bacteria,5.5991528281
A0A959K078,marts_E01521,Bacteria,5.5981940944
A0A562SZW9,marts_E01521,Bacteria,5.5960201077
A0A7Y1V6Q7,marts_E01521,Bacteria,5.576610156599999
A0A1A9I0W5,marts_E01521,Bacteria,5.574202083299999
A0A1J5RY00,marts_E01521,Bacteria,5.5733515146
A0A7Y5NYH3,marts_E00337,Bacteria,5.5674219457
A0A2A2HPD2,marts_E01187,Plants,5.5657898088
A0A1Q3H2G0,marts_E01474,Fungi,5.5621522891
A0A2K8SKL8,marts_E01521,Bacteria,5.557924978899999
A0A1Y2MAW7,marts_E00338,Bacteria,5.5507487597
A0A7C3R9P0,marts_E01326,Animals,5.5491034109
A0A661ZUN7,marts_E01521,Bacteria,5.5472588895
A0A2J6IB45,marts_E01494,Bacteria,5.5403830424
A0A9D6ZFR1,marts_E00337,Bacteria,5.5212498866
A0A5B9P8W3,marts_E01521,Bacteria,5.5209713094
A0A356Z320,marts_E01474,Fungi,5.5047860518
A0A1D2WW63,marts_E01187,Plants,5.5032548516
A0A9D2NEH7,marts_E01083,Protists,5.5014479366
A0A0G3CG10,marts_E01187,Plants,5.4999030374
A0A349DJ65,marts_E01474,Fungi,5.4992030345
A0A931GYL4,marts_E01521,Bacteria,5.498685743999999
A0A8H6Y0L0,marts_E00338,Bacteria,5.4985321429
A0A7X8J093,marts_E01083,Protists,5.4967880168
A0A2J6I229,marts_E01474,Fungi,5.494162526
A0A2N9L3F3,marts_E01083,Protists,5.4923670652
A0A2V8N7Z9,marts_E01187,Plants,5.4923378057
A0A534IKH2,marts_E01185,Plants,5.4838395532
A0A0E3PBJ9,marts_E01187,Plants,5.4808533385
A0AA43BU68,marts_E00337,Bacteria,5.4772507786
A0A8H6XMQ1,marts_E00338,Bacteria,5.475999658400001
A0A8J8FHC4,marts_E01521,Bacteria,5.4696039353
A0A5B8VEX1,marts_E01521,Bacteria,5.4618691592
A0A1M7XWY2,marts_E01083,Protists,5.457440886900001
A0A2M8JTI2,marts_E01521,Bacteria,5.4559096073
A0A1G2FN63,marts_E01521,Bacteria,5.4509110107
D3H588,marts_E01494,Bacteria,5.4507004294
A0A954T1V2,marts_E01521,Bacteria,5.4449248254
A0A1F9ZDK8,marts_E01185,Plants,5.4437652456
A0AAU7DNA2,marts_E01083,Protists,5.4437436609
A0A847PSM8,marts_E01187,Plants,5.4400735536000004
A0A7Y1VX50,marts_E01521,Bacteria,5.439541898
A0A936Y4V4,marts_E01521,Bacteria,5.439010488599999
A0A534K398,marts_E01185,Plants,5.4381486063
A0A743SPB3,marts_E01494,Bacteria,5.4373512831
A0A9Q9EML8,marts_E00338,Bacteria,5.4348811369
A0A9Q8P973,marts_E00338,Bacteria,5.4312275399
A0A1F7WVI2,marts_E01212,Protists,5.429142156999999
A0A832TC90,marts_E01521,Bacteria,5.4276173257
A0A7I8DJZ2,marts_E01083,Protists,5.4270552978
A0A3N4M9R3,marts_E01521,Bacteria,5.4256792405
A0A2V8RDL1,marts_E01187,Plants,5.419578745300001
A0A9D7TT80,marts_E01521,Bacteria,5.4141541493
A0A534IZH1,marts_E01185,Plants,5.4133674747
A0A814GTZ8,marts_E01083,Protists,5.4114917901999995
A0A497AMF9,marts_E01521,Bacteria,5.410251519499999
A0A534J6E9,marts_E01185,Plants,5.4102016155
A0A4P5TC99,marts_E01521,Bacteria,5.4087870035000005
A0A9P9S7F1,marts_E00338,Bacteria,5.4071354236
A0A7C7AGT6,marts_E00183,Plants,5.4057003079
A0A1H7JSW9,marts_E01083,Protists,5.4049949178
A0A814WG20,marts_E01083,Protists,5.4037746815
A0A1L9BGH8,marts_E00592,Bacteria,5.4034746989
A0A3Q9FK52,marts_E01521,Bacteria,5.4024318692
A0A964YJW6,marts_E01521,Bacteria,5.4000804550999995
A0A1G9F1C6,marts_E01083,Protists,5.3970166531
A0A2E4EFW8,marts_E01521,Bacteria,5.3950956149
A0A949XT10,marts_E01083,Protists,5.3947471396
A0A1I1JAY4,marts_E01083,Protists,5.3926171845
A0A0G2FYU1,marts_E00338,Bacteria,5.3890180817
A0A815MC16,marts_E01521,Bacteria,5.388998873799999
A0A8H6XAF3,marts_E00338,Bacteria,5.388954781000001
A0A0E3SH12,marts_E01187,Plants,5.385842594800001
A0A969X7L7,marts_E01083,Protists,5.3770075467
A0A819RVC0,marts_E01083,Protists,5.3757130363000005
A0A822C085,marts_E01083,Protists,5.374675014
A0A7Y3BS44,marts_E00337,Bacteria,5.3703537285
A0A9Q0AIE4,marts_E00338,Bacteria,5.369617444
A0A1F9ZFB0,marts_E01185,Plants,5.3695068166
A0A949XP54,marts_E01083,Protists,5.3688347038
A0A959B1V6,marts_E01474,Fungi,5.3686049551
A0A0E3SJJ9,marts_E01187,Plants,5.3601832254
J3PEC2,marts_E00338,Bacteria,5.3568642222000005
A0A7W0G5X8,marts_E01187,Plants,5.3568360120000005
A0A959GUC4,marts_E01474,Fungi,5.3474758362
A0A818BBL0,marts_E01083,Protists,5.3454714957
A0A5B8YLB8,marts_E01521,Bacteria,5.344547522399999
A0A4U3L267,marts_E01521,Bacteria,5.3445454703
F9XLZ9,marts_E00338,Bacteria,5.33730656
A0A2V8RAG5,marts_E01187,Plants,5.3372318828
A0A1B8GS38,marts_E00338,Bacteria,5.3329677271
A0A661PDB7,marts_E00337,Bacteria,5.3304475088
A0A8X8WPB2,marts_E00941,Bacteria,5.329868081999999
A0A949XRL7,marts_E01083,Protists,5.3268462612
A0A1M6PLQ2,marts_E01083,Protists,5.3263595405
A9NHI0,marts_E00183,Plants,5.3255877963
A0A061AFM7,marts_E00183,Plants,5.323177896
A0A662XU89,marts_E01364,Bacteria,5.321701705100001
A0AAE3KKH6,marts_E01521,Bacteria,5.316017298399999
A0A6L3ZG46,marts_E01521,Bacteria,5.3130766342
N1QNR1,marts_E00338,Bacteria,5.3126814139
A0A523YJB8,marts_E01185,Plants,5.3126724948
A0A8H6RPV1,marts_E00338,Bacteria,5.3119348217
A0A8H5DNH1,marts_E00338,Bacteria,5.311351542200001
A0A1Q3RNZ9,marts_E01083,Protists,5.3112777979
A0A7W7C8W6,marts_E01521,Bacteria,5.305346157600001
A0A099CWH0,marts_E01364,Bacteria,5.304823774700001
A0A7C9TYM6,marts_E01521,Bacteria,5.3033371149
A0A1S1YV72,marts_E01521,Bacteria,5.3031885624
A0A8J6XS63,marts_E01521,Bacteria,5.3031700957
A0AAW0A2Q2,marts_E00338,Bacteria,5.2991443815
A0A1J5HDL7,marts_E01521,Bacteria,5.2986328975
A0A814RZ73,marts_E01083,Protists,5.297354112700001
H2BU13,marts_E01521,Bacteria,5.2968642912
A0A534LUZ5,marts_E01185,Plants,5.2961287365
A0A1L8PP56,marts_E01083,Protists,5.2960488131
A0A6A7K4J1,marts_E01083,Protists,5.2928908459
A0A1F9FEP5,marts_E00337,Bacteria,5.290878698999999
A0A553GR34,marts_E01521,Bacteria,5.290734522699999
A1ZZ28,marts_E01474,Fungi,5.2903431359
A0AA91GJ74,marts_E01521,Bacteria,5.2897776277999995
A0AAD7EH55,marts_E00338,Bacteria,5.2879329521
A0A1B8C154,marts_E00338,Bacteria,5.2863216565
A0AA48LCX7,marts_E01083,Protists,5.2832564573
A0A534LQN8,marts_E01185,Plants,5.2804455782
A0A559PIF6,marts_E01521,Bacteria,5.2794563122
A0A7J2Y4J3,marts_E01185,Plants,5.2752596215
A0A094CY22,marts_E00338,Bacteria,5.2738847148
A0A2D3UP43,marts_E00338,Bacteria,5.2731730113
A0A434AWH4,marts_E01083,Protists,5.269359968
A0A1D8TTA1,marts_E01521,Bacteria,5.265820955599999
A0A534KA55,marts_E01185,Plants,5.2637704716
A0A495PW84,marts_E01521,Bacteria,5.2635108945999995
A0A7C4XEE9,marts_E01185,Plants,5.2586087174
A0A935RS65,marts_E01521,Bacteria,5.2585266885
A0A4Q7VIN9,marts_E01083,Protists,5.2573047823
A0A9E0F3S1,marts_E01474,Fungi,5.2571079421
W9Z3U4,marts_E00338,Bacteria,5.2570422656
A0A1E2WP66,marts_E01521,Bacteria,5.2567633770999995
A0A9P9WA47,marts_E00338,Bacteria,5.2563673964
A0A8S2RYQ9,marts_E01083,Protists,5.2560597641
A0A534L1E5,marts_E01185,Plants,5.2555294752
A0A2A4N9P5,marts_E01083,Protists,5.255394171200001
A0A1I7GSV9,marts_E01083,Protists,5.2551764997
A0A8T7JT52,marts_E00494,Bacteria,5.254781436
A0A7X6TXB9,marts_E01083,Protists,5.252805982
A0A1H1R5Y9,marts_E01521,Bacteria,5.250589038399999
A0A2V8PUX6,marts_E01187,Plants,5.2476546576
M7T7U2,marts_E00338,Bacteria,5.247202914000001
A0A017T584,marts_E00337,Bacteria,5.2456304788
A0A1F9ZBH2,marts_E01185,Plants,5.2451721335
A0A497DAD9,marts_E01474,Fungi,5.2422912547
A0A1E7GF31,marts_E01187,Plants,5.2415836523
A0A945VCM9,marts_E01521,Bacteria,5.2380490019
A0A0E3NXY0,marts_E01187,Plants,5.233753258
A0A5B7X7V1,marts_E01521,Bacteria,5.2333955547999995
A0A5C6ZP13,marts_E01521,Bacteria,5.2329018183
A0A0F4GE55,marts_E00338,Bacteria,5.2315797129
A0A1B8ETF3,marts_E00338,Bacteria,5.2313116688
A0A4V1XW68,marts_E00338,Bacteria,5.2282406774000005
A0A3E0PZE2,marts_E00337,Bacteria,5.2270791606
A0A820C6Y4,marts_E01083,Protists,5.2254939333
A0A954JLP7,marts_E00337,Bacteria,5.224409731
A0A1Y1CI58,marts_E01083,Protists,5.2225778801
A0A822BDV8,marts_E01083,Protists,5.215205483
A0A8J5NGN9,marts_E00338,Bacteria,5.214743799300001
A0A534JSV4,marts_E01185,Plants,5.2122132002
A0A821N0S2,marts_E01083,Protists,5.210764903299999
A0A9Q8Z963,marts_E00338,Bacteria,5.2107456533
A0A9D6Y9I8,marts_E00289,Bacteria,5.2084863451
A0A7W4EAP4,marts_E01521,Bacteria,5.2081336463
A0A356AZW6,marts_E01083,Protists,5.2039618645
A0A959M8E0,marts_E01521,Bacteria,5.1998821274
A0A094ITP4,marts_E00338,Bacteria,5.1998356387
A0A939H8M3,marts_E01083,Protists,5.199340944599999
A0A2N3HZD0,marts_E01083,Protists,5.1991537418
A0A8T7JU97,marts_E00494,Bacteria,5.196660768899999
A0A2E2XYA0,marts_E01521,Bacteria,5.1922262781
A0A081QBK9,marts_E01521,Bacteria,5.1916762957
A0A1D1ZWE6,marts_E00941,Bacteria,5.1909464668
A0A7M4D2U4,marts_E01083,Protists,5.188279957800001
A0A1H9S2S6,marts_E00338,Bacteria,5.1827056593
A0A2H3FSP9,marts_E00338,Bacteria,5.1816731226999995
A0A1F7WH91,marts_E01521,Bacteria,5.1804089123
A0A3B9I7W2,marts_E01083,Protists,5.1767053784
A0A017T4P0,marts_E00337,Bacteria,5.1749703916
A0A7T7KTS5,marts_E00338,Bacteria,5.1739578735
A0A4Q1JN77,marts_E01083,Protists,5.1737921143
M2TYD8,marts_E00338,Bacteria,5.172026366100001
A0A087SRI6,marts_E00941,Bacteria,5.1691241573
A0A2N2VT92,marts_E01521,Bacteria,5.166087041999999
A0AAV9MWT3,marts_E00338,Bacteria,5.1635876831
U2EKI4,marts_E01083,Protists,5.163219402500001
A0A9P9XTS2,marts_E00338,Bacteria,5.1591489653
A0A929GIQ9,marts_E01521,Bacteria,5.1588853905
A0A938QXH5,marts_E00337,Bacteria,5.1583863076
A0A073CFE2,marts_E01521,Bacteria,5.1563628364
A0A366I6D9,marts_E01083,Protists,5.1547238098
A0AA40BZY6,marts_E00338,Bacteria,5.154628088900001
A0A7J4S7F3,marts_E01185,Plants,5.154139488
A0A4T0VRS3,marts_E00338,Bacteria,5.1508814486
Q185E6,marts_E01083,Protists,5.149336987
A0A6G1L843,marts_E00338,Bacteria,5.1486637871
A0A936UWD6,marts_E01521,Bacteria,5.145676506099999
A0AA39TW75,marts_E00338,Bacteria,5.1446575306
A0A7R7ZXS0,marts_E00338,Bacteria,5.1443879261
A0A2J6IIN5,marts_E01521,Bacteria,5.1440304304
A0A954M883,marts_E00337,Bacteria,5.1430043861999994
A0A9Q8PJV8,marts_E00338,Bacteria,5.142750807300001
A0A819NSV9,marts_E01083,Protists,5.1425812346
A0A819R3I3,marts_E01083,Protists,5.1393343837
A0A1F3MAV2,marts_E01521,Bacteria,5.1389975983
A0A2T2N309,marts_E00338,Bacteria,5.137050629200001
A0A814RZ67,marts_E01083,Protists,5.1366712205
A0A7C6JYH5,marts_E01083,Protists,5.1358518997000004
A0A6A6VZ19,marts_E00338,Bacteria,5.134642661600001
A0A951F388,marts_E01083,Protists,5.134388294500001
A0A1L9NF15,marts_E00338,Bacteria,5.1330377333
A0A972IDB8,marts_E01083,Protists,5.1320884314
A0A7C6IYL6,marts_E01083,Protists,5.1318357459
A0A819LIG3,marts_E01083,Protists,5.1292095413
A0AAD6ZEU8,marts_E00338,Bacteria,5.1277681511
A0A1G0AEZ5,marts_E01185,Plants,5.1254489305
A0A2L0F576,marts_E00337,Bacteria,5.1254297237
A0A9W7T0T2,marts_E00338,Bacteria,5.1234774307
A0A814XX28,marts_E01083,Protists,5.1215330534
A0A9P9DM28,marts_E00338,Bacteria,5.1203682681
A0A813XYE2,marts_E01083,Protists,5.1153354922
A0A661YZJ7,marts_E01521,Bacteria,5.1149112846
A0A4U0TN37,marts_E00338,Bacteria,5.114773308
A0A0G0T4X3,marts_E01521,Bacteria,5.1142314311
A0A954SEM1,marts_E00337,Bacteria,5.1139445766
A0A815GG47,marts_E01083,Protists,5.113066755
A0A814VJ14,marts_E01083,Protists,5.111174587900001
A0A1J5DPI2,marts_E00337,Bacteria,5.1065761576
A0A1I7M278,marts_E01274,Fungi,5.1056742665
A0A9P7ZFL0,marts_E00338,Bacteria,5.105586560100001
A0A074Y838,marts_E00338,Bacteria,5.1039480347
A0A8J5FHF1,marts_E00941,Bacteria,5.1026475085
A0A2V3ZTC0,marts_E01083,Protists,5.0988356951
A0A1L9MSP5,marts_E00338,Bacteria,5.0980459805
A0A9D4Z019,marts_E00941,Bacteria,5.098009071
A0AAD7AEK1,marts_E00338,Bacteria,5.0975019959
R0IDG4,marts_E00338,Bacteria,5.0972801569
A0A950YB40,marts_E01083,Protists,5.096936614600001
G3XWQ6,marts_E00338,Bacteria,5.0948605252
A0A6A6D2H1,marts_E00338,Bacteria,5.0939331464999995
N1PCM6,marts_E00338,Bacteria,5.089960357100001
A0A3D5NSC3,marts_E01083,Protists,5.0882701248
A0A818CZ14,marts_E01083,Protists,5.0845955405000005
A0A8H6LNZ7,marts_E00338,Bacteria,5.0828408051
A0A942S641,marts_E01521,Bacteria,5.0820386007
A0A3M7MFL5,marts_E00338,Bacteria,5.0797836474
A0A662BZ16,marts_E01521,Bacteria,5.0778198041
A0A0J9W9X8,marts_E00338,Bacteria,5.0756925682
A0A9P5HP58,marts_E00338,Bacteria,5.0721465527
A0A318YY84,marts_E00338,Bacteria,5.0705527618
B2WQ91,marts_E00338,Bacteria,5.0698163479
A0A6L5E332,marts_E01083,Protists,5.068227265099999
A0AAN8MK86,marts_E00338,Bacteria,5.0670322596
V7I827,marts_E01083,Protists,5.0666816979
A0A6G1LWV5,marts_E00338,Bacteria,5.0654651715
A0AAE0NUQ2,marts_E00338,Bacteria,5.0646970788
A0A935Z7R4,marts_E00337,Bacteria,5.064638645
A0A3D6CGS2,marts_E01521,Bacteria,5.0628234932
A0A1F6VNW7,marts_E01521,Bacteria,5.0599294332
A0A2S7PPE1,marts_E00338,Bacteria,5.0579671916
A0A1V4IR00,marts_E01083,Protists,5.0579214691
A0AAV9W0Y7,marts_E00338,Bacteria,5.0572578102
A0A177D3H5,marts_E00338,Bacteria,5.0561806314
A0A2S7P8J3,marts_E00338,Bacteria,5.055994070300001
A9F9T5,marts_E00494,Bacteria,5.055064366
A0AA43XJG0,marts_E01083,Protists,5.0542555883
A0A255IDD0,marts_E01083,Protists,5.0536170968
A0A1F5G6X2,marts_E01521,Bacteria,5.0524681392
E3S8Z3,marts_E00338,Bacteria,5.0521188952
A0A0K1EM95,marts_E00337,Bacteria,5.0500329089
A0A2H0W7N1,marts_E00592,Bacteria,5.049706647000001
A0A150FV05,marts_E00941,Bacteria,5.0491160289999995
A0A0G0PZ33,marts_E01494,Bacteria,5.0483380786000005
M2U421,marts_E00338,Bacteria,5.047102107800001
A0A022QUN2,marts_E00941,Bacteria,5.0431417903
A0A8J5WT62,marts_E00941,Bacteria,5.0416879285
A0AAD4KG93,marts_E00338,Bacteria,5.0406508164
A0A922ND47,marts_E00338,Bacteria,5.037942233600001
A0A2D5UJS3,marts_E01521,Bacteria,5.034419252299999
M8ALX3,marts_E00941,Bacteria,5.0287115442
A0A1I0RY35,marts_E01083,Protists,5.025089320199999
A0A8T7FCQ4,marts_E00494,Bacteria,5.0243515068
A0A959R5N9,marts_E01521,Bacteria,5.0241007463
A0AAD7CWW9,marts_E00338,Bacteria,5.0227497743
A0AAD7DJC7,marts_E00338,Bacteria,5.0209764173
A0A2V1BR27,marts_E00338,Bacteria,5.0183455599
A0A3N5RP24,marts_E00494,Bacteria,5.0170190076
A0A4V6DW27,marts_E00338,Bacteria,5.016869591100001
A0A9R1NXD4,marts_E00941,Bacteria,5.016693742299999
A0A8J5FAB0,marts_E00941,Bacteria,5.014500271799999
A0A2Z7CWA3,marts_E00941,Bacteria,5.0115017098
Q01J93,marts_E00941,Bacteria,5.0103745347
A0A955V3R7,marts_E00337,Bacteria,5.0074291349
